CONCEPT 	 Soundex 	 Metaphone
clazomenae 	 C425 	 KLSMN
clean 	 C450 	 KLN
clean-living 	 C454 	 KLNLFNK
clean_agent 	 C450_A253 	 KLN_AJNT
clean_air 	 C450_A600 	 KLN_AR
clean_apartment 	 C450_A163 	 KLN_APRTMNT
clean_bathroom 	 C450_B365 	 KLN_B0RM
clean_between_tooth 	 C450_B350_T300 	 KLN_BTWN_T0
clean_body 	 C450_B300 	 KLN_BT
clean_car 	 C450_C600 	 KLN_KR
clean_carpet 	 C450_C613 	 KLN_KRPT
clean_cloth 	 C450_C430 	 KLN_KL0
clean_clothes 	 C450_C432 	 KLN_KL0S
clean_dish 	 C450_D200 	 KLN_TX
clean_drinking_water 	 C450_D652_W360 	 KLN_TRNKNK_WTR
clean_energy 	 C450_E562 	 KLN_ENRJ
clean_fish 	 C450_F200 	 KLN_FX
clean_floor 	 C450_F460 	 KLN_FLR
clean_hair 	 C450_H600 	 KLN_HR
clean_hand 	 C450_H530 	 KLN_HNT
clean_house 	 C450_H200 	 KLN_HS
clean_jerk 	 C450_J620 	 KLN_JRK
clean_kitchen 	 C450_K325 	 KLN_KXN
clean_lady 	 C450_L300 	 KLN_LT
clean_laundry 	 C450_L536 	 KLN_LNTR
clean_linen 	 C450_L550 	 KLN_LNN
clean_mess 	 C450_M200 	 KLN_MS
clean_mouth 	 C450_M300 	 KLN_M0
clean_often 	 C450_O135 	 KLN_OFTN
clean_product 	 C450_P632 	 KLN_PRTKT
clean_room 	 C450_R500 	 KLN_RM
clean_saucepan 	 C450_S215 	 KLN_SSPN
clean_self 	 C450_S410 	 KLN_SLF
clean_shaven 	 C450_S150 	 KLN_XFN
clean_shoes 	 C450_S200 	 KLN_XS
clean_sink 	 C450_S520 	 KLN_SNK
clean_skin 	 C450_S500 	 KLN_SKN
clean_supply 	 C450_S140 	 KLN_SPL
clean_sweep 	 C450_S100 	 KLN_SWP
clean_teeth 	 C450_T300 	 KLN_T0
clean_toilet 	 C450_T430 	 KLN_TLT
clean_tooth 	 C450_T300 	 KLN_T0
clean_towel 	 C450_T400 	 KLN_TWL
clean_underwear 	 C450_U536 	 KLN_UNTRWR
clean_up 	 C450_U100 	 KLN_UP
clean_up_kitchen 	 C450_U100_K325 	 KLN_UP_KXN
clean_up_mess 	 C450_U100_M200 	 KLN_UP_MS
clean_water 	 C450_W360 	 KLN_WTR
clean_water_clean_air 	 C450_W360_C450_A600 	 KLN_WTR_KLN_AR
clean_water_supply 	 C450_W360_S140 	 KLN_WTR_SPL
clean_window 	 C450_W530 	 KLN_WNTW
cleanability 	 C451 	 KLNBLT
cleanable 	 C451 	 KLNBL
cleaned 	 C453 	 KLNT
cleaned_regularly 	 C453_R246 	 KLNT_RKLRL
cleaned_up 	 C453_U100 	 KLNT_UP
cleaner 	 C456 	 KLNR
cleaner_fuel 	 C456_F400 	 KLNR_FL
cleanest 	 C452 	 KLNST
cleaning 	 C455 	 KLNNK
cleaning_fluid 	 C455_F430 	 KLNNK_FLT
cleaning_lady 	 C455_L300 	 KLNNK_LT
cleaning_up 	 C455_U100 	 KLNNK_UP
cleanliness 	 C454 	 KLNLNS
cleanly 	 C454 	 KLNL
cleanness 	 C452 	 KLNS
cleanse 	 C452 	 KLNS
cleanse_body 	 C452_B300 	 KLNS_BT
cleanser 	 C452 	 KLNSR
cleansing 	 C452 	 KLNSNK
cleanup 	 C451 	 KLNP
cleanup_effort 	 C451_E163 	 KLNP_EFRT
clear 	 C460 	 KLR
clear-cut 	 C462 	 KLRKT
clear-headed 	 C463 	 KLRHTT
clear_acrylic 	 C460_A264 	 KLR_KRLK
clear_air 	 C460_A600 	 KLR_AR
clear_articulation 	 C460_A632 	 KLR_ARTKLXN
clear_away 	 C460_A000 	 KLR_AW
clear_blue_sky 	 C460_B400_S000 	 KLR_BL_SK
clear_diction 	 C460_D235 	 KLR_TKXN
clear_head 	 C460_H300 	 KLR_HT
clear_mind 	 C460_M530 	 KLR_MNT
clear_mind_bad_thought 	 C460_M530_B300_T230 	 KLR_MNT_BT_0T
clear_plastic_bag 	 C460_P423_B200 	 KLR_PLSTK_BK
clear_sailing 	 C460_S452 	 KLR_SLNK
clear_solid 	 C460_S430 	 KLR_SLT
clear_table 	 C460_T140 	 KLR_TBL
clear_think 	 C460_T520 	 KLR_0NK
clear_throat 	 C460_T630 	 KLR_0RT
clear_up 	 C460_U100 	 KLR_UP
clearance 	 C465 	 KLRNS
clearcutness 	 C462 	 KLRKTNS
cleared_using_setclip 	 C463_U252_S324 	 KLRT_USNK_STKLP
clearer_definition 	 C466_D153 	 KLRR_TFNXN
clearest_possible 	 C462_P214 	 KLRST_PSBL
clearing 	 C465 	 KLRNK
clearing_brush 	 C465_B620 	 KLRNK_BRX
clearing_corporation 	 C465_C616 	 KLRNK_KRPRXN
clearing_of_land 	 C465_O100_L530 	 KLRNK_OF_LNT
clearinghouse 	 C465 	 KLRNHS
clearly 	 C464 	 KLRL
clearly_define 	 C464_D150 	 KLRL_TFN
clearly_evident 	 C464_E135 	 KLRL_EFTNT
clearly_indicate 	 C464_I532 	 KLRL_INTKT
clearness 	 C465 	 KLRNS
cleartext 	 C463 	 KLRTKST
clearwater_marine_aquarium 	 C463_M650_A265 	 KLRWTR_MRN_AKRM
cleat 	 C430 	 KLT
cleavable 	 C411 	 KLFBL
cleavage 	 C412 	 KLFJ
cleaver 	 C416 	 KLFR
clec 	 C420 	 KLK
cleft_palate 	 C413_P430 	 KLFT_PLT
clematis 	 C453 	 KLMTS
clemency_petition 	 C455_P335 	 KLMNS_PTXN
clement_freud 	 C455_F630 	 KLMNT_FRT
clement_vi 	 C455_V000 	 KLMNT_F
clenched 	 C452 	 KLNXT
clenched_fist 	 C452_F230 	 KLNXT_FST
cleome 	 C450 	 KLM
cleptoparasite 	 C413 	 KLPTPRST
cleptoparasitic 	 C413 	 KLPTPRSTK
clere 	 C460 	 KLR
clergy 	 C462 	 KLRJ
clergy_abuse 	 C462_A120 	 KLRJ_ABS
clergy_sex_abuse 	 C462_S200_A120 	 KLRJ_SKS_ABS
clergyman 	 C462 	 KLRJMN
cleric 	 C462 	 KLRK
cleric_maulana_fazlullah 	 C462_M450_F244 	 KLRK_MLN_FSLL
clerical_abuse 	 C462_A120 	 KLRKL_ABS
clerical_celibacy 	 C462_C412 	 KLRKL_SLBS
clerical_collar 	 C462_C460 	 KLRKL_KLR
clerical_script 	 C462_S613 	 KLRKL_SKRPT
clerical_sex_abuse 	 C462_S200_A120 	 KLRKL_SKS_ABS
clerical_sexual_abuse 	 C462_S240_A120 	 KLRKL_SKSL_ABS
clericalism 	 C462 	 KLRKLSM
clerisy 	 C462 	 KLRS
clerk 	 C462 	 KLRK
cleveland 	 C414 	 KLFLNT
clever 	 C416 	 KLFR
clever-clever 	 C416 	 KLFRKLFR
clever_enough 	 C416_E520 	 KLFR_EN
cleverest 	 C416 	 KLFRST
cleverly 	 C416 	 KLFRL
cleverly_hidden 	 C416_H350 	 KLFRL_HTN
cleverness 	 C416 	 KLFRNS
clew 	 C400 	 KLW
clich 	 C420 	 KLX
cliche 	 C420 	 KLX
cliched 	 C423 	 KLXT
click 	 C420 	 KLK
click_link 	 C420_L520 	 KLK_LNK
clickable 	 C421 	 KLKBL
clicker 	 C426 	 KLKR
client 	 C453 	 KLNT
client_satisfaction 	 C453_S321 	 KLNT_STSFKXN
client_server_connection 	 C453_S616_C523 	 KLNT_SRFR_KNKXN
client_server_software 	 C453_S616_S136 	 KLNT_SRFR_SFTWR
clientage 	 C453 	 KLNTJ
clientele 	 C453 	 KLNTL
cliff 	 C410 	 KLF
cliff-hanging 	 C415 	 KLFHNJNK
cliff_edge 	 C410_E320 	 KLF_EJ
cliff_face 	 C410_F200 	 KLF_FS
cliff_thorburn 	 C410_T616 	 KLF_0RBRN
cliffhanger 	 C415 	 KLFHNJR
cliffside 	 C412 	 KLFST
clifftop 	 C413 	 KLFTP
climactic 	 C452 	 KLMKTK
climactic_battle 	 C452_B340 	 KLMKTK_BTL
climactic_fight 	 C452_F230 	 KLMKTK_FT
climactic_moment 	 C452_M553 	 KLMKTK_MMNT
climactic_scene 	 C452_S500 	 KLMKTK_SSN
climate 	 C453 	 KLMT
climate_change 	 C453_C520 	 KLMT_XNJ
climate_negotiator 	 C453_N233 	 KLMT_NKXTR
climate_pact 	 C453_P230 	 KLMT_PKT
climate_variability 	 C453_V614 	 KLMT_FRBLT
climatic 	 C453 	 KLMTK
climatic_change 	 C453_C520 	 KLMTK_XNJ
climatic_variability 	 C453_V614 	 KLMTK_FRBLT
climatic_variation 	 C453_V635 	 KLMTK_FRXN
climatically 	 C453 	 KLMTKL
climatological 	 C453 	 KLMTLJKL
climax 	 C452 	 KLMKS
climb 	 C451 	 KLM
climb_aboard 	 C451_A163 	 KLM_ABRT
climb_everest 	 C451_E162 	 KLM_EFRST
climb_hill 	 C451_H400 	 KLM_HL
climb_ladder 	 C451_L360 	 KLM_LTR
climb_mount 	 C451_M530 	 KLM_MNT
climb_mount_everest 	 C451_M530_E162 	 KLM_MNT_EFRST
climb_mountain 	 C451_M535 	 KLM_MNTN
climb_onto 	 C451_O530 	 KLM_ONT
climb_rock 	 C451_R200 	 KLM_RK
climb_stair 	 C451_S360 	 KLM_STR
climb_to_top 	 C451_T000_T100 	 KLM_T_TP
climb_tree 	 C451_T600 	 KLM_TR
climb_up 	 C451_U100 	 KLM_UP
climbable 	 C451 	 KLMBBL
climbed_everest 	 C451_E162 	 KLMBT_EFRST
climbed_mount 	 C451_M530 	 KLMBT_MNT
climber 	 C451 	 KLMBR
climbing_fern 	 C451_F650 	 KLMBNK_FRN
climbing_gear 	 C451_G600 	 KLMBNK_JR
climbing_rope 	 C451_R100 	 KLMBNK_RP
climbing_vine 	 C451_V500 	 KLMBNK_FN
climbing_wall 	 C451_W400 	 KLMBNK_WL
clinch 	 C452 	 KLNX
clinched 	 C452 	 KLNXT
clinching 	 C452 	 KLNXNK
cling 	 C452 	 KLNK
cling_film 	 C452_F450 	 KLNK_FLM
cling_onto 	 C452_O530 	 KLNK_ONT
cling_wrap 	 C452_W610 	 KLNK_RP
clingfilm 	 C452 	 KLNKFLM
clinic 	 C452 	 KLNK
clinical 	 C452 	 KLNKL
clinical_depression 	 C452_D162 	 KLNKL_TPRXN
clinical_manifestation 	 C452_M512 	 KLNKL_MNFSTXN
clinical_medicine 	 C452_M325 	 KLNKL_MTSN
clinical_nurse 	 C452_N620 	 KLNKL_NRS
clinical_nurse_leader 	 C452_N620_L360 	 KLNKL_NRS_LTR
clinical_nurse_specialist 	 C452_N620_S124 	 KLNKL_NRS_SPXLST
clinical_pathology 	 C452_P342 	 KLNKL_P0LJ
clinical_pharmacy 	 C452_P652 	 KLNKL_FRMS
clinical_practice 	 C452_P623 	 KLNKL_PRKTS
clinical_presentation 	 C452_P625 	 KLNKL_PRSNTXN
clinical_problem 	 C452_P614 	 KLNKL_PRBLM
clinical_research 	 C452_R262 	 KLNKL_RSRX
clinical_supervision 	 C452_S161 	 KLNKL_SPRFXN
clinical_syndrome 	 C452_S536 	 KLNKL_SNTRM
clinically_obese 	 C452_O120 	 KLNKL_OBS
clinically_overweight 	 C452_O162 	 KLNKL_OFRWT
clinically_useful 	 C452_U214 	 KLNKL_USFL
clinician 	 C452 	 KLNXN
clinicopathologic 	 C452 	 KLNKP0LJK
clinique 	 C452 	 KLNK
clink 	 C452 	 KLNK
clink_prison 	 C452_P625 	 KLNK_PRSN
clinker 	 C452 	 KLNKR
clinker_brick 	 C452_B620 	 KLNKR_BRK
clinodactyly 	 C453 	 KLNTKTL
clinometer 	 C455 	 KLNMTR
clint_eastwood_million_dollar 	 C453_E233_M450_D460 	 KLNT_ESTWT_MLN_TLR
clintonian 	 C453 	 KLNTNN
clip 	 C410 	 KLP
clip_clop 	 C410_C410 	 KLP_KLP
clipboard 	 C416 	 KLPBRT
clipped_by 	 C413_B000 	 KLPT_B
clipper 	 C416 	 KLPR
clipper_card 	 C416_C630 	 KLPR_KRT
clipper_chip 	 C416_C100 	 KLPR_XP
clipping_plane 	 C415_P450 	 KLPNK_PLN
clippy 	 C410 	 KLP
clique 	 C420 	 KLK
cliquishness 	 C422 	 KLKXNS
clit 	 C430 	 KLT
clitic 	 C432 	 KLTK
clitoral 	 C436 	 KLTRL
clitoral_hood 	 C436_H300 	 KLTRL_HT
clitoral_orgasm 	 C436_O622 	 KLTRL_ORKSM
clitoral_stimulation 	 C436_S354 	 KLTRL_STMLXN
clitoris 	 C436 	 KLTRS
clive_barker 	 C410_B626 	 KLF_BRKR
clive_brittain 	 C410_B635 	 KLF_BRTN
cloaca 	 C420 	 KLK
cloak 	 C420 	 KLK
cloak-and-dagger 	 C425 	 KLKNTTJR
clobber 	 C416 	 KLBR
clock 	 C420 	 KLK
clock_face 	 C420_F200 	 KLK_FS
clock_out 	 C420_O300 	 KLK_OT
clock_pulse 	 C420_P420 	 KLK_PLS
clock_signal 	 C420_S254 	 KLK_SNL
clock_synchronization 	 C420_S526 	 KLK_SNXRNSXN
clock_tick 	 C420_T200 	 KLK_TK
clock_tower 	 C420_T600 	 KLK_TWR
clockface 	 C421 	 KLKFS
clockmaker 	 C425 	 KLKMKR
clocktower 	 C423 	 KLKTWR
clockwise_direction 	 C422_D623 	 KLKWS_TRKXN
clockwise_motion 	 C422_M350 	 KLKWS_MXN
clockwise_rotation 	 C422_R335 	 KLKWS_RTXN
clockwork_universe 	 C426_U516 	 KLKWRK_UNFRS
clod 	 C430 	 KLT
clog 	 C420 	 KLK
clog_artery 	 C420_A636 	 KLK_ARTR
clogged 	 C423 	 KLJT
cloistered 	 C423 	 KLSTRT
cloistered_life 	 C423_L100 	 KLSTRT_LF
clon 	 C450 	 KLN
clone 	 C450 	 KLN
clone_stamp 	 C450_S351 	 KLN_STMP
clone_tool 	 C450_T400 	 KLN_TL
cloned_embryo 	 C453_E516 	 KLNT_EMBRY
clonic 	 C452 	 KLNK
clop 	 C410 	 KLP
clopin 	 C415 	 KLPN
clopton 	 C413 	 KLPTN
clorox 	 C462 	 KLRKS
clorox_bleach 	 C462_B420 	 KLRKS_BLX
close 	 C420 	 KLS
close-minded 	 C425 	 KLSMNTT
close-out 	 C423 	 KLST
close_aide 	 C420_A300 	 KLS_AT
close_associate 	 C420_A223 	 KLS_ASXT
close_book 	 C420_B200 	 KLS_BK
close_collaboration 	 C420_C416 	 KLS_KLBRXN
close_confidante 	 C420_C513 	 KLS_KNFTNT
close_cooperation 	 C420_C163 	 KLS_KPRXN
close_cropped_hair 	 C420_C613_H600 	 KLS_KRPT_HR
close_curtain 	 C420_C635 	 KLS_KRTN
close_deal 	 C420_D400 	 KLS_TL
close_door 	 C420_D600 	 KLS_TR
close_down 	 C420_D500 	 KLS_TN
close_eye 	 C420_E000 	 KLS_EY
close_friend 	 C420_F653 	 KLS_FRNT
close_inshore 	 C420_I526 	 KLS_INXR
close_mouth 	 C420_M300 	 KLS_M0
close_person 	 C420_P625 	 KLS_PRSN
close_proximity 	 C420_P625 	 KLS_PRKSMT
close_relationship 	 C420_R435 	 KLS_RLXNXP
close_resemblance 	 C420_R251 	 KLS_RSMBLNS
close_scrutiny 	 C420_S635 	 KLS_SKRTN
close_together 	 C420_T236 	 KLS_TJ0R
close_up 	 C420_U100 	 KLS_UP
close_window 	 C420_W530 	 KLS_WNTW
closed-door 	 C423 	 KLSTTR
closed_casket 	 C423_C230 	 KLST_KSKT
closed_fist 	 C423_F230 	 KLST_FST
closed_minded 	 C423_M533 	 KLST_MNTT
closely-held 	 C424 	 KLSLHLT
closely_cropped_hair 	 C424_C613_H600 	 KLSL_KRPT_HR
closely_examine 	 C424_E255 	 KLSL_EKSMN
closely_monitor 	 C424_M536 	 KLSL_MNTR
closely_resemble 	 C424_R251 	 KLSL_RSMBL
closely_together 	 C424_T236 	 KLSL_TJ0R
closemouthed 	 C425 	 KLSM0T
closeness 	 C425 	 KLSNS
closer 	 C426 	 KLSR
closer_cooperation 	 C426_C163 	 KLSR_KPRXN
closer_look 	 C426_L200 	 KLSR_LK
closer_resemblance 	 C426_R251 	 KLSR_RSMBLNS
closer_scrutiny 	 C426_S635 	 KLSR_SKRTN
closer_shave 	 C426_S100 	 KLSR_XF
closer_together 	 C426_T236 	 KLSR_TJ0R
closest 	 C422 	 KLSST
closest_challenger 	 C422_C452 	 KLSST_XLNJR
closest_friend 	 C422_F653 	 KLSST_FRNT
closest_resemblance 	 C422_R251 	 KLSST_RSMBLNS
closest_scrutiny 	 C422_S635 	 KLSST_SKRTN
closet 	 C423 	 KLST
closet_door 	 C423_D600 	 KLST_TR
closeup 	 C421 	 KLSP
closing 	 C425 	 KLSNK
closing_ceremony 	 C425_C655 	 KLSNK_SRMN
closing_plenary 	 C425_P456 	 KLSNK_PLNR
closing_time 	 C425_T500 	 KLSNK_TM
clostridium_botulinum 	 C423_B345 	 KLSTRTM_BTLNM
clostridium_septicum 	 C423_S132 	 KLSTRTM_SPTKM
closure 	 C426 	 KLSR
clot 	 C430 	 KLT
clotbur 	 C431 	 KLTBR
cloth 	 C430 	 KL0
cloth_bag 	 C430_B200 	 KL0_BK
cloth_cap 	 C430_C100 	 KL0_KP
cloth_fabric 	 C430_F162 	 KL0_FBRK
cloth_material 	 C430_M364 	 KL0_MTRL
cloth_tape 	 C430_T100 	 KL0_TP
cloth_woven 	 C430_W150 	 KL0_WFN
clothe 	 C430 	 KL0
clothed 	 C433 	 KL0T
clothes 	 C432 	 KL0S
clothes_accessory 	 C432_A226 	 KL0S_KSSR
clothes_clean 	 C432_C450 	 KL0S_KLN
clothes_dirty 	 C432_D630 	 KL0S_TRT
clothes_drawer 	 C432_D660 	 KL0S_TRWR
clothes_dryer 	 C432_D660 	 KL0S_TRYR
clothes_fabric 	 C432_F162 	 KL0S_FBRK
clothes_factory 	 C432_F236 	 KL0S_FKTR
clothes_hanger 	 C432_H526 	 KL0S_HNJR
clothes_holder 	 C432_H436 	 KL0S_HLTR
clothes_material 	 C432_M364 	 KL0S_MTRL
clothes_repair 	 C432_R160 	 KL0S_RPR
clothes_shelf 	 C432_S410 	 KL0S_XLF
clothes_shop 	 C432_S100 	 KL0S_XP
clothes_shrink 	 C432_S652 	 KL0S_XRNK
clothes_shrinkage 	 C432_S652 	 KL0S_XRNKJ
clothes_storage 	 C432_S362 	 KL0S_STRJ
clothes_store 	 C432_S360 	 KL0S_STR
clothes_store_change_room 	 C432_S360_C520_R500 	 KL0S_STR_XNJ_RM
clothes_style 	 C432_S340 	 KL0S_STL
clothes_type 	 C432_T100 	 KL0S_TP
clothes_washer 	 C432_W260 	 KL0S_WXR
clotheshorse 	 C432 	 KL0XRS
clothespin 	 C432 	 KL0SPN
clothing 	 C435 	 KL0NK
clothing_allowance 	 C435_A452 	 KL0NK_ALWNS
clothing_boutique 	 C435_B320 	 KL0NK_BTK
clothing_brand 	 C435_B653 	 KL0NK_BRNT
clothing_retailer 	 C435_R346 	 KL0NK_RTLR
clothing_store 	 C435_S360 	 KL0NK_STR
clotrimazole 	 C436 	 KLTRMSL
clotted_cream 	 C433_C650 	 KLTT_KRM
cloture_motion 	 C436_M350 	 KLTR_MXN
cloture_vote 	 C436_V300 	 KLTR_FT
cloud 	 C430 	 KLT
cloud_cover 	 C430_C160 	 KLT_KFR
cloud_deck 	 C430_D200 	 KLT_TK
cloud_float 	 C430_F430 	 KLT_FLT
cloud_judgment 	 C430_J325 	 KLT_JTKMNT
cloud_layer 	 C430_L600 	 KLT_LYR
cloud_mind 	 C430_M530 	 KLT_MNT
cloud_sky 	 C430_S000 	 KLT_SK
cloud_skylet 	 C430_S430 	 KLT_SKLT
cloudburst 	 C431 	 KLTBRST
cloudier 	 C436 	 KLTR
cloudiness 	 C435 	 KLTNS
cloudless 	 C434 	 KLTLS
cloudless_sky 	 C434_S000 	 KLTLS_SK
cloudy 	 C430 	 KLT
cloudy_sky 	 C430_S000 	 KLT_SK
cloudy_weather 	 C430_W360 	 KLT_W0R
clout 	 C430 	 KLT
clove 	 C410 	 KLF
clove_garlic 	 C410_G642 	 KLF_KRLK
clove_oil 	 C410_O400 	 KLF_OL
clover 	 C416 	 KLFR
clover_hill 	 C416_H400 	 KLFR_HL
clover_trifolium 	 C416_T614 	 KLFR_TRFLM
cloverleaf_interchange 	 C416_I536 	 KLFRLF_INTRXNJ
clown 	 C450 	 KLN
clown_nose 	 C450_N200 	 KLN_NS
clown_suit 	 C450_S300 	 KLN_ST
clowning 	 C455 	 KLNNK
clownish 	 C452 	 KLNX
clownishly 	 C452 	 KLNXL
cloying 	 C452 	 KLYNK
cloyingly 	 C452 	 KLYNKL
cloze_procedure 	 C420_P623 	 KLS_PRSTR
cloze_test 	 C420_T230 	 KLS_TST
club 	 C410 	 KLB
club_chair 	 C410_C600 	 KLB_XR
clubber 	 C416 	 KLBR
clubbing 	 C415 	 KLBNK
clubbing_baby 	 C415_B100 	 KLBNK_BB
clubface 	 C412 	 KLBFS
clubfoot 	 C413 	 KLBFT
clubgoer 	 C412 	 KLBKR
clubhead 	 C413 	 KLBHT
cluck 	 C420 	 KLK
clue 	 C400 	 KL
clued_up 	 C430_U100 	 KLT_UP
cluelessly 	 C442 	 KLLSL
cluemaster 	 C452 	 KLMSTR
clump 	 C451 	 KLMP
clump_together 	 C451_T236 	 KLMP_TJ0R
clumped_together 	 C451_T236 	 KLMPT_TJ0R
clumping_habit 	 C451_H130 	 KLMPNK_HBT
clumsiness 	 C452 	 KLMSNS
clumsy 	 C452 	 KLMS
clumsy_person 	 C452_P625 	 KLMS_PRSN
clunker 	 C452 	 KLNKR
clunky 	 C452 	 KLNK
clusia 	 C420 	 KLX
cluster 	 C423 	 KLSTR
cluster_headache 	 C423_H320 	 KLSTR_HTX
clustered_lady_slipper 	 C423_L300_S416 	 KLSTRT_LT_SLPR
clustered_together 	 C423_T236 	 KLSTRT_TJ0R
clustering 	 C423 	 KLSTRNK
clutch 	 C432 	 KLX
clutch_bag 	 C432_B200 	 KLX_BK
clutter 	 C436 	 KLTR
clybourne_park 	 C416_P620 	 KLBRN_PRK
clyse 	 C420 	 KLS
cm_inch_tall 	 C500_I520_T400 	 KM_INX_TL
cmdicely 	 C532 	 KMTSL
cmll_anniversary_show 	 C540_A516_S000 	 KML_ANFRSR_XW
cmon 	 C550 	 KMN
cnen 	 C550 	 KNN
cnf_formula 	 C510_F654 	 KNF_FRML
cnidarian 	 C536 	 KNTRN
cnidocil 	 C532 	 KNTSL
cnn 	 C500 	 KN
cnn_alla_eshchenko 	 C500_A400_E225 	 KN_AL_EXXNK
cnn_gabriella_schwarz 	 C500_G164_S620 	 KN_KBRL_SXWRS
cnn_gul_tuysuz 	 C500_G400_T220 	 KN_KL_TSS
cnn_jomana_karadsheh 	 C500_J550_K632 	 KN_JMN_KRTX
cnn_mohammed_jamjoom 	 C500_M530_J525 	 KN_MHMT_JMJM
cnn_mohammed_tawfeeq 	 C500_M530_T120 	 KN_MHMT_TFK
cnn_roba_alhenawi 	 C500_R100_A450 	 KN_RB_ALHNW
cnn_zain_verjee 	 C500_Z500_V620 	 KN_SN_FRJ
cnngo 	 C520 	 KNK
cns_depression 	 C520_D162 	 KNS_TPRXN
cns_involvement 	 C520_I514 	 KNS_INFLFMNT
cns_stimulant 	 C520_S354 	 KNS_STMLNT
cnut 	 C530 	 KNT
co-occurrence 	 C265 	 KKKRNS
co-op 	 C100 	 KP
co-star 	 C236 	 KSTR
co-starring 	 C236 	 KSTRNK
co-worker 	 C626 	 KWRKR
coach 	 C200 	 KX
coach_geoff_toovey 	 C200_G100_T100 	 KX_JF_TF
coach_graham_steadman 	 C200_G650_S335 	 KX_KRHM_STTMN
coach_seat 	 C200_S300 	 KX_ST
coachman 	 C255 	 KXMN
coachwhip 	 C210 	 KXHP
coadministration 	 C355 	 KTMNSTRXN
coadunate 	 C353 	 KTNT
coagulate 	 C243 	 KKLT
coagulum 	 C245 	 KKLM
coal 	 C400 	 KL
coal_ash 	 C400_A200 	 KL_AX
coal_black 	 C400_B420 	 KL_BLK
coal_fired_plant 	 C400_F630_P453 	 KL_FRT_PLNT
coal_magnate 	 C400_M253 	 KL_MNT
coal_mining_town 	 C400_M552_T500 	 KL_MNNK_TN
coal_pit 	 C400_P300 	 KL_PT
coal_scuttle 	 C400_S340 	 KL_SKTL
coal_seam 	 C400_S500 	 KL_SM
coal_stove 	 C400_S310 	 KL_STF
coalesce 	 C420 	 KLSS
coalesce_around 	 C420_A653 	 KLSS_ARNT
coalesce_into 	 C420_I530 	 KLSS_INT
coalesced 	 C423 	 KLSST
coalesced_into 	 C423_I530 	 KLSST_INT
coalescence 	 C425 	 KLSSNS
coalescing_into 	 C425_I530 	 KLSSNK_INT
coalition 	 C435 	 KLXN
coalman 	 C455 	 KLMN
coarse 	 C620 	 KRS
coarse-grained 	 C622 	 KRSKRNT
coarse_bread 	 C620_B630 	 KRS_BRT
coarse_cloth 	 C620_C430 	 KRS_KL0
coarse_grain 	 C620_G650 	 KRS_KRN
coarse_gravel 	 C620_G614 	 KRS_KRFL
coarse_hair 	 C620_H600 	 KRS_HR
coarse_sand 	 C620_S530 	 KRS_SNT
coarse_texture 	 C620_T236 	 KRS_TKSTR
coarse_woollen 	 C620_W450 	 KRS_WLN
coarsely 	 C624 	 KRSL
coarsely_granular 	 C624_G654 	 KRSL_KRNLR
coarsely_toothed_margin 	 C624_T330_M625 	 KRSL_T0T_MRJN
coarseness 	 C625 	 KRSNS
coarser_material 	 C626_M364 	 KRSR_MTRL
coarsest 	 C622 	 KRSST
coarticulation 	 C632 	 KRTKLXN
coast 	 C230 	 KST
coast_aero 	 C230_A600 	 KST_ER
coastal_erosion 	 C234_E625 	 KSTL_ERXN
coastal_fog 	 C234_F200 	 KSTL_FK
coastal_headland 	 C234_H345 	 KSTL_HTLNT
coastal_highway 	 C234_H200 	 KSTL_HW
coastal_ocean 	 C234_O250 	 KSTL_OSN
coastal_resort 	 C234_R263 	 KSTL_RSRT
coastal_scenery 	 C234_S560 	 KSTL_SSNR
coastal_town 	 C234_T500 	 KSTL_TN
coaster 	 C236 	 KSTR
coastline 	 C234 	 KSTLN
coat 	 C300 	 KT
coat_closet 	 C300_C423 	 KT_KLST
coat_collar 	 C300_C460 	 KT_KLR
coat_color 	 C300_C460 	 KT_KLR
coat_hanger 	 C300_H526 	 KT_HNJR
coat_of_mail 	 C300_O100_M400 	 KT_OF_ML
coat_pocket 	 C300_P230 	 KT_PKT
coat_sleeve 	 C300_S410 	 KT_SLF
coat_surface 	 C300_S612 	 KT_SRFS
coat_wall 	 C300_W400 	 KT_WL
coated_paper 	 C330_P160 	 KTT_PPR
coating 	 C352 	 KTNK
coatinging 	 C352 	 KTNJNK
coattail 	 C340 	 KTL
coax 	 C200 	 KKS
coaxial_cable 	 C240_C140 	 KKSL_KBL
coaxially 	 C240 	 KKSL
cobalamin 	 C145 	 KBLMN
cobalt 	 C143 	 KBLT
cobalt_blue 	 C143_B400 	 KBLT_BL
cobalt_ore 	 C143_O600 	 KBLT_OR
cobalt_oxide 	 C143_O230 	 KBLT_OKST
cobaltite 	 C143 	 KBLTT
cobb 	 C100 	 KB
cobble_together 	 C140_T236 	 KBL_TJ0R
cobbled_together 	 C143_T236 	 KBLT_TJ0R
cobbler 	 C146 	 KBLR
cobbling_together 	 C145_T236 	 KBLNK_TJ0R
cobham_park 	 C150_P620 	 KBHM_PRK
cobol 	 C140 	 KBL
cobol_code 	 C140_C300 	 KBL_KT
cobol_compiler 	 C140_C514 	 KBL_KMPLR
cobra 	 C160 	 KBR
cobra_island 	 C160_I245 	 KBR_ISLNT
cobweb 	 C110 	 KBWB
coca_cola 	 C200_C400 	 KK_KL
